seed,program,generation,status,detail,repaired,runtime_ms
17,gen1_06,1,ok,,False,0.165
17,gen2_01,2,ok,,False,0.099
17,gen2_02,2,ok,,False,0.068
17,gen2_03,2,ok,,False,0.033
17,gen2_04,2,ok,,False,0.049
17,gen2_05,2,ok,,False,0.074
17,gen2_06,2,ok,,False,0.061
17,gen3_01,3,ok,,False,0.068
17,gen3_02,3,ok,,False,0.033
17,gen3_03,3,ok,,False,0.134
17,gen3_04,3,ok,,False,0.035
17,gen3_05,3,ok,,False,0.394
17,gen3_06,3,ok,,False,0.177
18,gen1_01,1,ok,,False,0.051
18,gen1_02,1,ok,,False,0.029
18,gen1_03,1,ok,,False,0.96
18,gen1_04,1,ok,,False,0.029
18,gen1_05,1,ok,,False,0.035
18,gen1_06,1,ok,,False,0.166
18,gen2_01,2,ok,,False,0.089
18,gen2_02,2,ok,,False,0.07
18,gen2_03,2,ok,,False,0.034
18,gen2_04,2,ok,,False,0.052
18,gen2_05,2,ok,,False,0.081
18,gen2_06,2,ok,,False,0.066
18,gen3_01,3,ok,,False,0.085
18,gen3_02,3,ok,,False,0.032
18,gen3_03,3,ok,,False,0.169
18,gen3_04,3,ok,,False,0.04
18,gen3_05,3,ok,,False,0.421
18,gen3_06,3,ok,,False,0.281
19,gen1_01,1,ok,,False,0.049
19,gen1_02,1,ok,,False,0.036
19,gen1_03,1,ok,,False,0.959
19,gen1_04,1,ok,,False,0.028
19,gen1_05,1,ok,,False,0.034
19,gen1_06,1,ok,,False,0.164
19,gen2_01,2,ok,,False,0.09
19,gen2_02,2,ok,,False,0.07
19,gen2_03,2,ok,,False,0.033
19,gen2_04,2,ok,,False,0.07
19,gen2_05,2,ok,,False,0.082
19,gen2_06,2,ok,,False,0.066
19,gen3_01,3,ok,,False,0.068
19,gen3_02,3,ok,,False,0.034
19,gen3_03,3,ok,,False,0.139
19,gen3_04,3,ok,,False,0.044
19,gen3_05,3,ok,,False,0.419
19,gen3_06,3,ok,,False,0.149
20,gen1_01,1,ok,,False,0.054
20,gen1_02,1,ok,,False,0.032
20,gen1_03,1,ok,,False,0.967
20,gen1_04,1,ok,,False,0.029
20,gen1_05,1,ok,,False,0.036
20,gen1_06,1,ok,,False,0.149
20,gen2_01,2,ok,,False,0.106
20,gen2_02,2,ok,,False,0.07
20,gen2_03,2,ok,,False,0.035
20,gen2_04,2,ok,,False,0.052
20,gen2_05,2,ok,,False,0.075
20,gen2_06,2,ok,,False,0.061
20,gen3_01,3,ok,,False,0.077
20,gen3_02,3,ok,,False,0.033
20,gen3_03,3,ok,,False,0.134
20,gen3_04,3,ok,,False,0.033
20,gen3_05,3,ok,,False,0.397
20,gen3_06,3,ok,,False,0.217
21,gen1_01,1,ok,,False,0.051
21,gen1_02,1,ok,,False,0.031
21,gen1_03,1,ok,,False,1.029
21,gen1_04,1,ok,,False,0.03
21,gen1_05,1,ok,,False,0.035
21,gen1_06,1,ok,,False,0.167
21,gen2_01,2,ok,,False,0.091
21,gen2_02,2,ok,,False,0.071
21,gen2_03,2,ok,,False,0.034
21,gen2_04,2,ok,,False,0.073
21,gen2_05,2,ok,,False,0.075
21,gen2_06,2,ok,,False,0.064
21,gen3_01,3,ok,,False,0.075
21,gen3_02,3,ok,,False,0.033
21,gen3_03,3,ok,,False,0.154
21,gen3_04,3,ok,,False,0.041
21,gen3_05,3,ok,,False,0.419
21,gen3_06,3,ok,,False,0.198
22,gen1_01,1,ok,,False,0.051
22,gen1_02,1,ok,,False,0.03
22,gen1_03,1,ok,,False,0.965
22,gen1_04,1,ok,,False,0.028
22,gen1_05,1,ok,,False,0.035
22,gen1_06,1,ok,,False,0.166
22,gen2_01,2,ok,,False,0.091
22,gen2_02,2,ok,,False,0.068
22,gen2_03,2,ok,,False,0.033
22,gen2_04,2,ok,,False,0.05
22,gen2_05,2,ok,,False,0.075
22,gen2_06,2,ok,,False,0.061
22,gen3_01,3,ok,,False,0.067
22,gen3_02,3,ok,,False,0.032
22,gen3_03,3,ok,,False,0.135
22,gen3_04,3,ok,,False,0.037
22,gen3_05,3,ok,,False,0.383
22,gen3_06,3,ok,,False,0.16
23,gen1_01,1,ok,,False,0.05
23,gen1_02,1,ok,,False,0.031
23,gen1_03,1,ok,,False,0.961
23,gen1_04,1,ok,,False,0.029
23,gen1_05,1,ok,,False,0.035
23,gen1_06,1,ok,,False,0.167
23,gen2_01,2,ok,,False,0.089
23,gen2_02,2,ok,,False,0.07
23,gen2_03,2,ok,,False,0.034
23,gen2_04,2,ok,,False,0.054
23,gen2_05,2,ok,,False,0.075
23,gen2_06,2,ok,,False,0.067
23,gen3_01,3,ok,,False,0.089
23,gen3_02,3,ok,,False,0.032
23,gen3_03,3,ok,,False,0.171
23,gen3_04,3,ok,,False,0.039
23,gen3_05,3,ok,,False,0.425
23,gen3_06,3,ok,,False,0.26
24,gen1_01,1,ok,,False,0.051
