seed,method,f1,f2,f3,p95,hv,ood_degradation,lam,slack,balance,scenario_costs
14,MO AHD (no fuzzy risk),708.8046711283728,768.5155574328018,40.379920512943286,787.5760959990768,1.0852755529080207,34.42113011801601,0.6425158840918448,0.12685559882564024,0.20801404398044054,660.911;758.757;787.517;706.690;663.759;750.646;678.152;663.857;718.383;620.439;671.180;680.199;692.563;660.911;660.911;660.911;768.785;699.319;723.835;730.746;724.885;750.965;698.783;681.821;720.943;709.813;737.422;774.634;622.532;783.555;633.304;788.703;713.994;786.107;654.564;804.350;721.272;648.884;727.292;709.892
14,C-R-EoH,704.5419288591244,763.964803528112,39.19009396484321,791.6130964791328,1.1025,32.529303756725916,1.1721401735553223,0.08457825014753752,0.062477560196113814,659.620;768.275;806.640;688.838;660.867;714.923;663.102;661.200;714.689;616.001;676.024;681.014;696.375;659.620;659.620;659.620;757.781;690.640;701.705;713.317;715.283;739.689;721.070;671.582;709.551;688.535;729.176;758.408;632.001;790.844;614.031;768.535;698.728;781.299;659.605;806.222;739.641;672.851;717.039;717.720
15,Classical heuristic,685.008044579995,752.0197899067776,43.96535861675991,773.6962849924923,1.1025,28.53587865573944,1.0,0.0,0.0,644.077;648.268;718.248;648.047;773.407;657.066;561.131;730.451;592.831;726.245;643.098;687.131;670.733;644.077;644.077;644.077;613.514;763.239;636.935;660.832;627.703;740.922;652.168;671.719;747.976;674.363;716.127;677.154;713.362;644.349;693.102;740.655;676.926;815.305;779.191;717.394;690.485;664.881;771.203;677.856
15,Deterministic AHD,688.0959428562704,756.9534935785855,44.52848134231744,788.3422281691396,1.0593992198542468,31.520763079930553,0.4686596817526313,0.0,0.07682862684014934,643.753;650.586;720.682;676.715;767.305;641.139;552.964;743.115;584.750;724.599;644.700;691.469;665.776;643.753;643.753;643.753;610.425;759.246;630.434;657.998;634.076;744.363;666.856;687.916;740.770;687.162;710.738;687.838;713.712;655.093;694.819;746.377;694.020;831.157;787.983;722.677;685.038;659.860;795.168;681.300
15,MO AHD (no fuzzy risk),729.4574627080244,800.8313397422748,46.575256735509335,825.3704110505419,1.1025,31.247605706622036,1.0589829837828082,0.10309874075302701,0.0,683.850;691.342;771.350;691.121;807.149;675.859;588.431;786.854;624.289;761.997;683.697;724.894;713.838;683.850;683.850;683.850;662.661;822.238;688.851;716.495;672.996;774.650;714.609;707.201;781.526;748.480;737.559;729.467;763.911;701.581;743.144;813.640;731.116;868.788;825.045;763.267;720.634;696.999;831.558;705.665
15,C-R-EoH,685.008044579995,752.0197899067776,43.9653586167599,773.6962849924923,1.1025,28.53587865573944,1.022175194001919,0.011503422883050493,0.0,644.077;648.268;718.248;648.047;773.407;657.066;561.131;730.451;592.831;726.245;643.098;687.131;670.733;644.077;644.077;644.077;613.514;763.239;636.935;660.832;627.703;740.922;652.168;671.719;747.976;674.363;716.127;677.154;713.362;644.349;693.102;740.655;676.926;815.305;779.191;717.394;690.485;664.881;771.203;677.856
16,Classical heuristic,691.0400517833054,747.8612935010382,37.603539852836946,761.8719762989566,1.0968637972887312,27.93312167121807,1.0,0.0,0.0,648.346;678.545;709.648;719.478;682.279;602.992;697.728;749.676;706.696;678.912;672.509;687.662;666.110;648.346;648.346;648.346;761.118;673.480;760.963;776.199;681.908;714.535;731.041;681.534;641.870;712.085;731.039;687.278;635.208;686.152;606.195;655.627;752.669;753.538;784.825;739.255;612.012;667.662;699.260;650.531
16,Deterministic AHD,690.7053532636321,747.401262940345,37.52563459298834,761.3537280735267,1.1025,27.89507593221328,1.2763576332348823,0.0,0.026966700471959877,648.135;678.550;708.847;718.835;681.625;602.339;697.797;749.250;706.270;678.485;672.352;687.303;665.752;648.135;648.135;648.135;760.513;673.102;760.597;775.731;681.918;714.594;730.469;681.335;641.829;711.945;730.796;687.112;634.488;686.139;606.050;655.017;751.958;752.936;784.296;738.840;612.075;667.458;698.829;650.241
16,MO AHD (no fuzzy risk),725.0864060150918,784.1678017870241,38.98041482090264,800.9148554290995,1.1025,26.348347783234235,0.4,0.017150691192211506,0.007277713158913074,682.249;737.746;761.779;726.792;697.981;637.258;753.562;782.289;749.889;704.449;704.314;718.368;706.137;682.249;682.249;682.249;800.465;713.333;790.583;809.466;703.203;736.102;770.868;709.403;673.918;734.791;774.624;712.516;655.497;732.116;631.786;697.981;786.767;796.308;818.939;764.364;656.841;713.036;728.800;682.189
16,C-R-EoH,690.7053532636321,747.401262940345,37.52563459298833,761.3537280735267,1.1025,27.895075932213334,1.1546731252899287,0.0,0.0,648.135;678.550;708.847;718.835;681.625;602.339;697.797;749.250;706.270;678.485;672.352;687.303;665.752;648.135;648.135;648.135;760.513;673.102;760.597;775.731;681.918;714.594;730.469;681.335;641.829;711.945;730.796;687.112;634.488;686.139;606.050;655.017;751.958;752.936;784.296;738.840;612.075;667.458;698.829;650.241
17,Classical heuristic,630.0783315047844,671.310984333466,27.611134698125603,692.3256095153882,1.0860930957951342,23.930751041183264,1.0,0.0,0.0,595.216;616.283;616.804;668.110;643.386;662.761;705.387;583.492;617.728;600.332;621.150;626.661;600.613;595.216;595.216;595.216;638.392;620.617;668.119;692.198;637.796;602.713;688.868;588.948;642.368;623.639;643.596;694.745;625.403;589.249;623.458;633.644;688.224;643.236;641.841;554.053;638.631;635.307;587.416;657.102
17,Deterministic AHD,628.7880491704387,671.6550313304597,28.442496724412138,689.2838051017685,1.094609679402155,24.944276614725744,0.614276741668472,0.0,0.0,592.337;605.173;614.582;674.606;651.158;652.912;710.328;588.544;617.804;594.702;615.270;622.857;597.899;592.337;592.337;592.337;638.383;617.363;668.793;690.063;632.141;604.831;684.213;584.847;638.426;616.025;647.560;689.243;624.399;591.374;623.275;628.429;688.139;651.901;642.534;552.466;642.997;632.694;595.297;650.943
17,MO AHD (no fuzzy risk),677.4374783123442,719.790063695164,27.64460433927504,734.0849316924752,1.094609679402155,21.788057122242126,0.9948792632223851,0.082455799578232,0.4770150853840147,643.500;677.663;633.667;701.722;709.311;699.857;750.554;638.111;680.598;657.496;665.788;671.136;641.042;643.500;643.500;643.500;699.271;683.206;726.216;731.312;666.524;666.419;731.765;630.482;693.724;673.388;708.860;733.549;669.104;632.989;655.994;676.971;744.276;700.788;679.890;609.182;684.048;673.103;637.898;687.594
17,C-R-EoH,633.4564157820062,670.690816269516,24.415641046048968,687.0255168579353,1.1022813272176764,21.478687406320436,1.1678456174322167,0.0,0.0,602.006;631.269;603.776;659.179;658.893;654.688;700.135;596.092;630.328;612.933;623.069;629.521;602.449;602.006;602.006;602.006;646.467;634.989;674.314;679.851;630.734;619.092;687.905;591.854;649.289;630.077;658.521;685.551;627.493;597.430;616.528;631.735;686.979;652.984;635.816;568.254;641.337;634.523;597.069;649.107
18,Classical heuristic,709.00067308354,794.5324833190685,56.60008978554797,834.3580771466872,0.8990890603471604,38.94862438709314,1.0,0.0,0.0,666.110;645.021;529.515;937.695;619.140;628.596;649.090;668.812;696.326;690.945;695.074;660.437;672.158;666.110;666.110;666.110;760.579;739.817;582.076;842.856;719.380;725.898;728.586;757.260;783.543;668.288;774.065;833.911;725.365;720.579;674.960;799.897;670.156;706.670;772.112;708.590;782.812;635.718;743.540;746.118
18,Deterministic AHD,691.839137179855,775.0951865991018,56.6074122409924,803.820142922955,1.1025,38.57297103318614,0.7778865168511924,0.0,0.10197272055680213,650.386;630.695;518.503;912.547;573.789;641.451;634.414;654.840;698.601;653.812;679.699;645.062;654.605;650.386;650.386;650.386;762.482;702.617;566.882;842.127;709.338;685.168;706.286;731.292;772.371;656.864;733.933;801.804;721.484;719.695;666.494;776.747;637.432;718.332;747.190;704.283;761.878;603.383;708.636;737.289
18,MO AHD (no fuzzy risk),720.0933204683519,810.2919592402494,59.336261784552406,845.0799078721359,1.1025,39.815733706224506,1.1818057875617836,0.08740111466988966,0.22929503082806632,677.620;637.624;537.774;955.708;618.828;637.668;646.420;697.657;698.382;686.746;711.337;667.220;679.727;677.620;677.620;677.620;771.273;764.381;586.119;866.453;745.503;734.823;720.920;753.990;811.688;684.851;799.003;843.955;747.139;721.302;709.789;798.168;669.086;720.324;781.486;728.418;814.407;635.433;762.990;746.660
18,C-R-EoH,691.839137179855,775.0951865991018,56.6074122409924,803.820142922955,1.1025,38.57297103318614,0.7778865168511924,0.0,0.10197272055680213,650.386;630.695;518.503;912.547;573.789;641.451;634.414;654.840;698.601;653.812;679.699;645.062;654.605;650.386;650.386;650.386;762.482;702.617;566.882;842.127;709.338;685.168;706.286;731.292;772.371;656.864;733.933;801.804;721.484;719.695;666.494;776.747;637.432;718.332;747.190;704.283;761.878;603.383;708.636;737.289
19,Classical heuristic,619.872434837506,741.2598616946965,82.95540786643795,787.6743459233602,1.0929648026226026,53.03141126954178,1.0,0.0,0.0,548.503;508.290;621.261;891.061;545.095;685.590;555.533;535.355;719.782;663.296;512.861;532.186;547.367;548.503;548.503;548.503;552.882;802.224;600.731;547.134;697.691;603.494;640.808;524.290;638.850;508.200;645.605;489.442;690.168;724.297;786.909;683.000;523.213;659.146;571.268;741.001;672.601;689.005;784.391;506.860
19,Deterministic AHD,617.9471319985812,745.9401821279363,87.15110505938114,802.4985800999212,1.0816838920428762,53.495967228897186,0.8400388204911935,0.0,0.0,547.284;506.891;577.858;890.201;543.741;684.640;554.179;534.046;718.742;683.258;511.596;520.421;546.103;547.284;547.284;547.284;539.112;804.025;572.041;561.527;681.357;591.191;641.585;507.518;638.285;507.126;647.780;488.137;676.986;720.598;798.311;691.608;510.285;665.683;574.161;767.681;644.470;708.443;802.418;516.747
19,MO AHD (no fuzzy risk),635.2158609135572,756.1925967969746,84.66740440240731,809.4870290344597,1.0816838920428762,53.32198264886474,0.5414737956705378,0.013265336550890641,0.0,563.685;519.157;611.121;887.222;562.023;702.262;551.724;548.380;739.279;693.297;528.625;547.950;563.131;563.685;563.685;563.685;555.243;808.980;617.934;587.239;702.151;624.743;670.968;539.232;668.673;512.134;655.569;499.938;705.110;727.403;819.121;722.549;531.191;689.375;591.789;744.577;675.040;711.718;803.940;535.108
19,C-R-EoH,619.872434837506,741.2598616946965,82.95540786643795,787.6743459233602,1.1023199676208615,53.03141126954178,1.0,0.0,0.0,548.503;508.290;621.261;891.061;545.095;685.590;555.533;535.355;719.782;663.296;512.861;532.186;547.367;548.503;548.503;548.503;552.882;802.224;600.731;547.134;697.691;603.494;640.808;524.290;638.850;508.200;645.605;489.442;690.168;724.297;786.909;683.000;523.213;659.146;571.268;741.001;672.601;689.005;784.391;506.860
20,Classical heuristic,658.9068741705735,754.8906814966595,70.38132403298826,786.2748758849548,1.1025,48.18659464888218,1.0,0.0,0.0,610.555;585.531;456.860;468.377;800.411;714.919;691.493;565.160;676.404;576.668;634.546;623.972;624.879;610.555;610.555;610.555;699.793;746.013;631.202;692.106;583.066;686.925;586.588;660.891;632.068;703.917;703.395;703.733;756.710;671.225;524.132;756.002;676.135;785.531;686.523;724.329;775.441;728.238;517.428;863.447
20,Deterministic AHD,658.9068741705735,754.8906814966595,70.38132403298826,786.2748758849548,1.1025,48.18659464888218,1.0,0.0,0.0,610.555;585.531;456.860;468.377;800.411;714.919;691.493;565.160;676.404;576.668;634.546;623.972;624.879;610.555;610.555;610.555;699.793;746.013;631.202;692.106;583.066;686.925;586.588;660.891;632.068;703.917;703.395;703.733;756.710;671.225;524.132;756.002;676.135;785.531;686.523;724.329;775.441;728.238;517.428;863.447
20,MO AHD (no fuzzy risk),774.2705809731708,886.2901262782672,79.77903979626464,929.9002064178046,1.1025,48.555290136541664,0.4325965373909655,0.1321448475453295,0.3295529020437648,716.221;702.265;534.353;574.814;929.830;838.790;826.172;649.550;789.168;680.600;739.037;733.140;735.153;716.221;716.221;716.221;816.424;874.806;765.640;803.371;702.285;803.910;685.251;774.300;747.082;830.498;823.901;824.185;906.411;772.773;622.494;884.834;797.201;931.235;787.320;835.461;919.365;855.287;606.238;1002.792
20,C-R-EoH,658.9068741705735,754.8906814966595,70.38132403298826,786.2748758849548,1.1025,48.18659464888218,1.0,0.0,0.0,610.555;585.531;456.860;468.377;800.411;714.919;691.493;565.160;676.404;576.668;634.546;623.972;624.879;610.555;610.555;610.555;699.793;746.013;631.202;692.106;583.066;686.925;586.588;660.891;632.068;703.917;703.395;703.733;756.710;671.225;524.132;756.002;676.135;785.531;686.523;724.329;775.441;728.238;517.428;863.447
21,Classical heuristic,698.0110717827592,758.8121100208314,43.7008997380474,770.6686211484093,0.8621366006971152,27.131718980186438,1.0,0.0,0.0,657.265;639.477;768.488;770.230;679.246;779.002;634.300;739.294;705.889;714.875;658.454;646.680;656.312;657.265;657.265;657.265;641.573;603.334;630.438;762.693;714.622;667.927;723.246;662.344;788.365;726.362;703.275;665.360;704.236;744.179;664.651;721.586;726.487;712.415;763.736;727.557;657.833;651.203;767.485;768.229
21,Deterministic AHD,681.151657272952,749.8126550360867,48.9451586080511,770.6864456296191,1.0707278012055166,27.607608415922858,0.793512443512844,0.014550342067176317,0.0,641.781;594.868;778.891;780.171;643.247;759.008;622.225;720.572;703.349;695.499;636.247;624.030;633.547;641.781;641.781;641.781;633.599;587.862;604.979;734.449;708.608;663.516;698.041;637.012;770.255;720.369;669.072;633.489;697.704;727.310;636.511;723.002;719.156;680.286;764.314;700.675;638.563;619.105;755.672;763.737
21,MO AHD (no fuzzy risk),704.1906254983949,761.4732997544489,41.118032235804314,772.6448045233416,1.0814997848630614,25.82449466918938,0.7162851248613589,0.050952050149629086,0.13581344398714032,665.118;653.356;766.783;771.018;687.768;779.686;642.822;743.615;708.963;720.516;665.907;655.416;665.671;665.118;665.118;665.118;651.118;611.171;640.314;765.033;718.764;674.897;727.993;673.414;790.431;731.172;710.935;673.794;712.942;748.844;673.641;723.380;730.421;718.771;768.586;731.667;665.439;662.061;772.274;768.571
21,C-R-EoH,681.3984817603953,748.3216425061354,47.67756966263032,768.7184483987002,1.1000014599297638,27.130610109494476,0.5641033503882724,0.007859451122006679,0.0,642.635;597.642;776.418;778.210;645.541;757.367;624.519;720.019;702.539;694.690;637.453;625.236;634.881;642.635;642.635;642.635;635.173;590.079;606.987;733.693;707.351;663.990;698.405;638.814;768.313;718.967;670.092;635.476;697.680;726.805;637.474;721.670;719.036;680.995;762.188;700.631;639.269;621.655;754.326;761.814
22,Classical heuristic,671.8149921714096,768.0521373045682,68.37369939679162,809.8688194640071,1.1025,42.90217670033508,1.0,0.0,0.0,605.481;623.054;882.718;719.544;743.962;763.087;637.786;577.836;624.134;708.810;608.535;598.034;609.874;605.481;605.481;605.481;724.203;767.044;625.928;568.837;683.612;741.673;631.271;688.335;727.341;744.634;610.796;809.548;627.842;717.534;757.782;732.458;559.025;599.878;636.678;815.956;730.423;673.295;604.231;574.977
22,Deterministic AHD,671.8149921714096,768.0521373045682,68.37369939679162,809.8688194640071,1.1025,42.90217670033508,1.0,0.0,0.0,605.481;623.054;882.718;719.544;743.962;763.087;637.786;577.836;624.134;708.810;608.535;598.034;609.874;605.481;605.481;605.481;724.203;767.044;625.928;568.837;683.612;741.673;631.271;688.335;727.341;744.634;610.796;809.548;627.842;717.534;757.782;732.458;559.025;599.878;636.678;815.956;730.423;673.295;604.231;574.977
22,MO AHD (no fuzzy risk),777.7587333478748,887.1441858173611,78.05960245238103,923.4153430606818,1.1025,43.7687551982484,0.9159696810287727,0.20952394517032136,0.5956437131420202,702.891;698.261;1023.638;807.792;835.927;861.179;724.670;667.363;739.045;827.024;713.396;693.544;701.734;702.891;702.891;702.891;824.711;895.893;750.976;652.904;798.860;854.746;730.814;819.665;852.723;853.056;724.350;922.294;720.242;838.543;884.686;845.293;644.016;697.985;740.328;944.724;868.956;778.899;696.577;663.971
22,C-R-EoH,671.8149921714096,768.0521373045682,68.37369939679162,809.8688194640071,1.1025,42.90217670033508,1.0,0.0,0.0,605.481;623.054;882.718;719.544;743.962;763.087;637.786;577.836;624.134;708.810;608.535;598.034;609.874;605.481;605.481;605.481;724.203;767.044;625.928;568.837;683.612;741.673;631.271;688.335;727.341;744.634;610.796;809.548;627.842;717.534;757.782;732.458;559.025;599.878;636.678;815.956;730.423;673.295;604.231;574.977
23,Classical heuristic,697.9315254505791,774.6625860079856,54.90957900185508,796.8901007354983,1.067352788871102,45.606043711649946,1.0,0.0,0.0,636.514;803.610;778.989;716.828;631.252;743.370;649.718;587.828;587.828;674.654;684.328;661.739;635.632;636.514;636.514;636.514;816.106;796.536;719.016;738.899;730.576;707.706;703.428;659.398;737.120;695.878;772.408;632.332;610.724;777.734;758.479;743.085;788.943;707.298;651.631;776.065;669.235;646.324;635.884;740.625
23,Deterministic AHD,696.9272213995545,774.9827581010333,55.84615541367534,793.9028842837714,1.0715495619530169,46.33318574407252,1.5008724167303715,0.0,0.0080093370265829,635.035;798.582;780.350;706.990;634.005;744.021;647.679;581.496;581.496;674.595;685.799;659.373;637.466;635.035;635.035;635.035;820.888;793.657;723.410;740.585;740.455;708.648;696.259;653.649;738.839;698.338;774.226;628.987;609.641;779.118;762.820;738.804;780.644;700.190;647.480;778.592;675.414;638.388;629.758;746.311
23,MO AHD (no fuzzy risk),717.8239339549359,796.1616195745955,55.57593104093979,820.2138425735616,1.0715495619530169,45.113698108239966,1.5641679607739642,0.07500902582883684,0.1712480175417962,655.266;828.277;802.309;733.969;647.786;765.548;667.262;605.101;605.101;695.690;704.559;681.970;653.644;655.266;655.266;655.266;836.119;819.789;736.554;759.279;747.734;725.491;726.945;678.181;754.272;714.950;791.819;653.186;630.227;795.573;780.846;764.305;812.398;729.814;672.156;794.904;690.562;669.664;653.861;762.053
23,C-R-EoH,698.1627957104877,768.6451815334249,48.337494289206305,785.9164160880403,1.102297535139275,42.12005344134472,0.4622191425305608,0.0,0.0,640.518;785.616;813.188;679.638;643.505;770.020;622.827;597.331;597.331;693.755;682.833;660.244;642.385;640.518;640.518;640.518;791.618;777.475;697.292;743.874;702.569;699.906;712.572;674.028;718.888;714.144;741.949;647.128;631.473;754.894;757.972;737.490;784.618;722.532;654.608;752.486;696.591;669.251;642.378;750.032
24,Classical heuristic,689.4978213133447,781.9545950011137,65.63005826614416,813.9422843415674,1.1025,51.09417666386172,1.0,0.0,0.0,609.460;539.509;863.564;872.665;695.240;535.227;811.331;616.954;756.255;736.512;631.886;618.219;646.770;609.460;609.460;609.460;703.325;749.033;709.724;712.995;731.199;719.414;673.090;766.041;725.977;717.259;725.733;765.766;799.051;651.004;687.552;708.134;602.711;609.696;806.061;630.163;570.253;716.777;659.326;677.660
24,Deterministic AHD,689.4978213133447,781.9545950011137,65.63005826614416,813.9422843415674,1.1025,51.09417666386172,1.0,0.0,0.0,609.460;539.509;863.564;872.665;695.240;535.227;811.331;616.954;756.255;736.512;631.886;618.219;646.770;609.460;609.460;609.460;703.325;749.033;709.724;712.995;731.199;719.414;673.090;766.041;725.977;717.259;725.733;765.766;799.051;651.004;687.552;708.134;602.711;609.696;806.061;630.163;570.253;716.777;659.326;677.660
24,MO AHD (no fuzzy risk),707.8622319771121,798.4805723545014,64.70408637870861,831.2848980552068,1.1025,50.969156612380765,1.612190604816376,0.1154207310599451,0.19840363607179198,626.704;552.509;887.946;894.647;732.041;551.088;810.956;622.606;776.392;757.325;643.334;642.321;670.534;626.704;626.704;626.704;726.205;751.115;742.158;729.343;741.197;735.026;703.003;770.512;733.111;738.269;767.696;779.990;814.728;680.939;723.936;708.253;625.629;642.317;828.303;654.528;590.878;717.904;669.395;691.540
24,C-R-EoH,689.4978213133447,781.9545950011137,65.63005826614416,813.9422843415674,1.1025,51.09417666386172,1.0,0.0,0.0,609.460;539.509;863.564;872.665;695.240;535.227;811.331;616.954;756.255;736.512;631.886;618.219;646.770;609.460;609.460;609.460;703.325;749.033;709.724;712.995;731.199;719.414;673.090;766.041;725.977;717.259;725.733;765.766;799.051;651.004;687.552;708.134;602.711;609.696;806.061;630.163;570.253;716.777;659.326;677.660
25,Classical heuristic,707.6723555773949,791.752105992712,56.50671334587074,821.9639174232309,0.8310673968037401,33.18672076330921,1.0,0.0,0.0,670.910;559.056;761.461;623.438;777.934;635.306;840.990;682.461;613.449;674.782;659.809;677.002;642.179;670.910;670.910;670.910;821.905;624.876;738.164;767.508;710.706;729.934;702.625;690.735;733.612;785.491;823.083;812.213;600.805;731.683;787.888;666.673;744.235;672.191;805.776;772.542;722.510;642.809;679.151;708.275
25,Deterministic AHD,682.2955819777675,763.5170797578306,55.55000179018303,801.3486282167361,1.1025,33.77268503211011,0.6299362058693585,0.004664888325626871,0.0,648.707;545.207;723.507;577.686;730.482;595.441;810.421;665.559;592.648;634.622;633.106;658.037;620.678;648.707;648.707;648.707;788.334;595.605;720.608;748.315;697.155;715.432;696.544;687.101;692.500;733.389;800.965;808.640;579.365;701.422;764.014;644.175;700.763;646.881;768.896;764.635;703.790;624.309;659.385;667.379
25,MO AHD (no fuzzy risk),768.7176783648408,862.4793409147723,62.168617660713025,895.5789340101079,1.1025,30.733764982655842,2.0249496500233546,0.1517618437147587,0.0068551803267252465,731.751;627.682;830.737;645.557;857.384;667.106;898.479;765.223;672.633;730.000;713.744;736.563;702.192;731.751;731.751;731.751;895.426;682.182;770.239;814.205;789.702;804.904;738.809;760.067;779.078;856.973;899.964;891.186;659.752;809.814;853.915;747.010;801.112;720.481;885.767;855.900;785.503;708.365;706.872;757.178
25,C-R-EoH,682.2955819777675,763.5170797578306,55.55000179018303,801.3486282167361,1.1025,33.77268503211011,0.6299362058693585,0.004664888325626871,0.0,648.707;545.207;723.507;577.686;730.482;595.441;810.421;665.559;592.648;634.622;633.106;658.037;620.678;648.707;648.707;648.707;788.334;595.605;720.608;748.315;697.155;715.432;696.544;687.101;692.500;733.389;800.965;808.640;579.365;701.422;764.014;644.175;700.763;646.881;768.896;764.635;703.790;624.309;659.385;667.379
26,Classical heuristic,671.8830416717079,747.3983366530992,52.76616983092483,777.8632578694306,1.1025,44.150944456080836,1.0,0.0,0.0,622.260;698.490;491.052;677.635;676.801;679.135;575.435;658.422;601.471;644.532;641.218;674.130;674.130;622.260;622.260;622.260;860.175;712.211;662.780;721.685;604.185;664.862;648.849;610.357;627.935;782.841;568.904;702.907;721.699;585.334;705.874;777.601;707.192;706.985;746.898;740.154;777.273;709.097;636.078;711.954
26,Deterministic AHD,671.8830416717079,747.3983366530992,52.76616983092483,777.8632578694306,1.1025,44.150944456080836,1.0,0.0,0.0,622.260;698.490;491.052;677.635;676.801;679.135;575.435;658.422;601.471;644.532;641.218;674.130;674.130;622.260;622.260;622.260;860.175;712.211;662.780;721.685;604.185;664.862;648.849;610.357;627.935;782.841;568.904;702.907;721.699;585.334;705.874;777.601;707.192;706.985;746.898;740.154;777.273;709.097;636.078;711.954
26,MO AHD (no fuzzy risk),715.129847101371,807.1039757885959,60.72987226760055,830.3869101628785,1.1025,45.23634028876257,1.8698473388513046,0.004834605596498488,0.4046622889108933,663.444;719.954;520.299;679.726;688.666;758.593;597.138;715.436;639.354;675.396;695.160;719.949;719.949;663.444;663.444;663.444;926.599;780.912;683.969;783.562;661.851;703.201;695.490;626.545;679.581;830.089;599.570;739.573;790.561;628.430;747.117;814.096;759.512;773.388;814.486;817.396;836.054;730.681;659.847;739.288
26,C-R-EoH,671.8830416717079,747.3983366530992,52.76616983092483,777.8632578694306,1.1025,44.150944456080836,1.0,0.0,0.0,622.260;698.490;491.052;677.635;676.801;679.135;575.435;658.422;601.471;644.532;641.218;674.130;674.130;622.260;622.260;622.260;860.175;712.211;662.780;721.685;604.185;664.862;648.849;610.357;627.935;782.841;568.904;702.907;721.699;585.334;705.874;777.601;707.192;706.985;746.898;740.154;777.273;709.097;636.078;711.954
27,Classical heuristic,735.1679354743192,863.3276889695443,84.71762420565555,889.6174900465886,1.0716591188257247,49.977722487340856,1.0,0.0,0.0,688.133;564.695;602.776;518.413;766.970;560.843;641.541;625.375;824.227;759.648;676.880;713.851;651.511;688.133;688.133;688.133;768.392;856.852;730.673;799.737;711.795;602.872;704.977;900.706;737.528;882.685;728.665;809.801;863.477;600.679;988.312;889.034;700.720;832.166;727.113;800.824;861.978;849.869;682.936;715.662
27,Deterministic AHD,735.1679354743192,863.3276889695443,84.71762420565555,889.6174900465886,1.0716591188257247,49.977722487340856,0.9206362131371235,0.0,0.0,688.133;564.695;602.776;518.413;766.970;560.843;641.541;625.375;824.227;759.648;676.880;713.851;651.511;688.133;688.133;688.133;768.392;856.852;730.673;799.737;711.795;602.872;704.977;900.706;737.528;882.685;728.665;809.801;863.477;600.679;988.312;889.034;700.720;832.166;727.113;800.824;861.978;849.869;682.936;715.662
27,MO AHD (no fuzzy risk),814.160374899873,957.1194301138008,95.32331539955757,988.0144287569989,1.0716591188257247,50.58670642077688,1.178275273860318,0.09368975977209215,0.15528301915898973,760.044;642.024;659.029;549.931;865.111;602.459;736.065;698.012;915.607;838.080;752.051;793.300;724.777;760.044;760.044;760.044;844.603;952.825;825.827;884.980;769.465;649.376;784.941;1005.374;825.557;972.330;801.675;874.629;949.054;675.386;1092.142;987.101;763.111;936.755;816.274;878.792;960.152;950.321;752.983;796.143
27,C-R-EoH,740.4247126801449,856.3078618475118,73.17567247337442,883.2587837897761,1.101766551172636,47.70434619228448,0.9282677085681598,0.040909708251735,0.0,692.734;627.776;617.148;532.785;720.383;572.772;690.002;634.862;819.057;793.489;696.101;733.072;670.733;692.734;692.734;692.734;741.948;870.381;765.905;738.247;718.714;621.287;725.635;898.617;735.182;882.450;696.424;826.241;839.982;624.964;981.560;881.922;734.431;786.337;724.680;798.926;847.514;835.553;729.291;731.676
28,Classical heuristic,705.8147331122407,774.6118444549816,45.29149963440433,807.3578898488493,1.1024999999999996,37.099370326540466,1.0,0.0,0.0,649.368;707.829;806.836;800.983;761.078;691.601;617.811;678.858;650.886;723.841;680.628;621.057;693.565;649.368;649.368;649.368;738.707;685.966;677.416;647.371;583.604;654.757;772.304;705.107;696.757;717.737;817.265;847.642;720.210;751.100;635.472;736.214;722.785;771.302;703.640;715.897;712.668;694.311;736.445;755.466
28,Deterministic AHD,705.8147331122407,774.6118444549816,45.29149963440433,807.3578898488493,1.1024999999999996,37.099370326540466,1.0,0.0,0.0,649.368;707.829;806.836;800.983;761.078;691.601;617.811;678.858;650.886;723.841;680.628;621.057;693.565;649.368;649.368;649.368;738.707;685.966;677.416;647.371;583.604;654.757;772.304;705.107;696.757;717.737;817.265;847.642;720.210;751.100;635.472;736.214;722.785;771.302;703.640;715.897;712.668;694.311;736.445;755.466
28,MO AHD (no fuzzy risk),785.5442238004501,864.8056163608102,53.05488782506021,885.1078886222765,1.1025,35.41433213804842,0.4,0.08115132172861039,0.29449334412150113,725.757;785.963;848.682;884.167;871.347;801.162;688.984;758.171;708.790;822.817;751.679;697.200;773.667;725.757;725.757;725.757;793.736;781.608;733.481;726.863;673.155;716.012;877.071;805.462;758.630;823.563;902.989;942.934;810.659;847.996;690.199;830.922;781.518;877.882;765.536;793.805;766.913;759.898;817.983;847.296
28,C-R-EoH,705.8147331122407,774.6118444549815,45.2914996344043,807.3578898488493,1.1025,37.099370326540466,0.8522802447796549,0.0,0.0,649.368;707.829;806.836;800.983;761.078;691.601;617.811;678.858;650.886;723.841;680.628;621.057;693.565;649.368;649.368;649.368;738.707;685.966;677.416;647.371;583.604;654.757;772.304;705.107;696.757;717.737;817.265;847.642;720.210;751.100;635.472;736.214;722.785;771.302;703.640;715.897;712.668;694.311;736.445;755.466
