seed,program,generation,status,detail,repaired,runtime_ms
0,gen1_01,1,ok,,False,0.062
0,gen1_02,1,ok,,False,0.037
0,gen1_03,1,ok,,False,0.971
0,gen1_04,1,ok,,False,0.031
0,gen1_05,1,ok,,False,0.038
0,gen1_06,1,ok,,False,0.17
0,gen2_01,2,ok,,False,0.093
0,gen2_02,2,ok,,False,0.072
0,gen2_03,2,ok,,False,0.039
0,gen2_04,2,ok,,False,0.055
0,gen2_05,2,ok,,False,0.077
0,gen2_06,2,ok,,False,0.065
1,gen1_01,1,ok,,False,0.052
1,gen1_02,1,ok,,False,0.032
1,gen1_03,1,ok,,False,1.017
1,gen1_04,1,ok,,False,0.035
1,gen1_05,1,ok,,False,0.041
1,gen1_06,1,ok,,False,0.172
1,gen2_01,2,ok,,False,0.095
1,gen2_02,2,ok,,False,0.072
1,gen2_03,2,ok,,False,0.035
1,gen2_04,2,ok,,False,0.081
1,gen2_05,2,ok,,False,0.079
1,gen2_06,2,ok,,False,0.066
2,gen1_01,1,ok,,False,0.054
2,gen1_02,1,ok,,False,0.033
2,gen1_03,1,ok,,False,0.982
2,gen1_04,1,ok,,False,0.03
2,gen1_05,1,ok,,False,0.035
2,gen1_06,1,ok,,False,0.17
2,gen2_01,2,ok,,False,0.092
2,gen2_02,2,ok,,False,0.069
2,gen2_03,2,ok,,False,0.033
2,gen2_04,2,ok,,False,0.11
2,gen2_05,2,ok,,False,0.078
2,gen2_06,2,ok,,False,0.062
3,gen1_01,1,ok,,False,0.054
3,gen1_02,1,ok,,False,0.031
3,gen1_03,1,ok,,False,0.977
3,gen1_04,1,ok,,False,0.029
3,gen1_05,1,ok,,False,0.034
3,gen1_06,1,ok,,False,0.174
3,gen2_01,2,ok,,False,0.093
3,gen2_02,2,ok,,False,0.07
3,gen2_03,2,ok,,False,0.037
3,gen2_04,2,ok,,False,0.075
3,gen2_05,2,ok,,False,0.076
3,gen2_06,2,ok,,False,0.07
4,gen1_01,1,ok,,False,0.058
4,gen1_02,1,ok,,False,0.05
4,gen1_03,1,ok,,False,0.978
4,gen1_04,1,ok,,False,0.032
4,gen1_05,1,ok,,False,0.039
4,gen1_06,1,ok,,False,0.172
4,gen2_01,2,ok,,False,0.106
4,gen2_02,2,ok,,False,0.077
4,gen2_03,2,ok,,False,0.035
4,gen2_04,2,ok,,False,0.054
4,gen2_05,2,ok,,False,0.088
4,gen2_06,2,ok,,False,0.073
5,gen1_01,1,ok,,False,0.054
5,gen1_02,1,ok,,False,0.04
5,gen1_03,1,ok,,False,0.973
5,gen1_04,1,ok,,False,0.03
5,gen1_05,1,ok,,False,0.034
5,gen1_06,1,ok,,False,0.169
5,gen2_01,2,ok,,False,0.091
5,gen2_02,2,ok,,False,0.072
5,gen2_03,2,ok,,False,0.041
5,gen2_04,2,ok,,False,0.076
5,gen2_05,2,ok,,False,0.078
5,gen2_06,2,ok,,False,0.062
6,gen1_01,1,ok,,False,0.051
6,gen1_02,1,ok,,False,0.036
6,gen1_03,1,ok,,False,0.959
6,gen1_04,1,ok,,False,0.029
6,gen1_05,1,ok,,False,0.038
6,gen1_06,1,ok,,False,0.166
6,gen2_01,2,ok,,False,0.091
6,gen2_02,2,ok,,False,0.069
6,gen2_03,2,ok,,False,0.033
6,gen2_04,2,ok,,False,0.052
6,gen2_05,2,ok,,False,0.076
6,gen2_06,2,ok,,False,0.061
7,gen1_01,1,ok,,False,0.05
7,gen1_02,1,ok,,False,0.03
7,gen1_03,1,ok,,False,0.963
7,gen1_04,1,ok,,False,0.029
7,gen1_05,1,ok,,False,0.034
7,gen1_06,1,ok,,False,0.166
7,gen2_01,2,ok,,False,0.09
7,gen2_02,2,ok,,False,0.068
7,gen2_03,2,ok,,False,0.034
7,gen2_04,2,ok,,False,0.049
7,gen2_05,2,ok,,False,0.074
7,gen2_06,2,ok,,False,0.121
8,gen1_01,1,ok,,False,0.048
8,gen1_02,1,ok,,False,0.03
8,gen1_03,1,ok,,False,0.969
8,gen1_04,1,ok,,False,0.029
8,gen1_05,1,ok,,False,0.034
8,gen1_06,1,ok,,False,0.146
8,gen2_01,2,ok,,False,0.08
8,gen2_02,2,ok,,False,0.064
8,gen2_03,2,ok,,False,0.033
8,gen2_04,2,ok,,False,0.049
8,gen2_05,2,ok,,False,0.068
8,gen2_06,2,ok,,False,0.054
9,gen1_01,1,ok,,False,0.053
9,gen1_02,1,ok,,False,0.041
9,gen1_03,1,ok,,False,0.958
9,gen1_04,1,ok,,False,0.031
9,gen1_05,1,ok,,False,0.035
9,gen1_06,1,ok,,False,0.164
9,gen2_01,2,ok,,False,0.09
9,gen2_02,2,ok,,False,0.071
9,gen2_03,2,ok,,False,0.033
9,gen2_04,2,ok,,False,0.052
9,gen2_05,2,ok,,False,0.082
9,gen2_06,2,ok,,False,0.072
10,gen1_01,1,ok,,False,0.06
10,gen1_02,1,ok,,False,0.041
10,gen1_03,1,ok,,False,0.965
10,gen1_04,1,ok,,False,0.031
10,gen1_05,1,ok,,False,0.038
10,gen1_06,1,ok,,False,0.167
10,gen2_01,2,ok,,False,0.093
10,gen2_02,2,ok,,False,0.072
10,gen2_03,2,ok,,False,0.035
10,gen2_04,2,ok,,False,0.054
10,gen2_05,2,ok,,False,0.077
10,gen2_06,2,ok,,False,0.069
11,gen1_01,1,ok,,False,0.051
