seed,program,generation,status,detail,repaired,runtime_ms
0,gen1_01,1,ok,,False,0.058
0,gen1_02,1,ok,,False,0.034
0,gen1_03,1,ok,,False,0.985
0,gen1_04,1,ok,,False,0.03
0,gen1_05,1,ok,,False,0.039
0,gen1_06,1,ok,,False,0.169
1,gen1_01,1,ok,,False,0.051
1,gen1_02,1,ok,,False,0.031
1,gen1_03,1,ok,,False,0.973
1,gen1_04,1,ok,,False,0.029
1,gen1_05,1,ok,,False,0.035
1,gen1_06,1,ok,,False,0.168
2,gen1_01,1,ok,,False,0.051
2,gen1_02,1,ok,,False,0.03
2,gen1_03,1,ok,,False,0.966
2,gen1_04,1,ok,,False,0.029
2,gen1_05,1,ok,,False,0.034
2,gen1_06,1,ok,,False,0.167
3,gen1_01,1,ok,,False,0.049
3,gen1_02,1,ok,,False,0.031
3,gen1_03,1,ok,,False,0.962
3,gen1_04,1,ok,,False,0.03
3,gen1_05,1,ok,,False,0.035
3,gen1_06,1,ok,,False,0.172
4,gen1_01,1,ok,,False,0.051
4,gen1_02,1,ok,,False,0.036
4,gen1_03,1,ok,,False,0.965
4,gen1_04,1,ok,,False,0.029
4,gen1_05,1,ok,,False,0.036
4,gen1_06,1,ok,,False,0.166
5,gen1_01,1,ok,,False,0.049
5,gen1_02,1,ok,,False,0.03
5,gen1_03,1,ok,,False,0.967
5,gen1_04,1,ok,,False,0.029
5,gen1_05,1,ok,,False,0.034
5,gen1_06,1,ok,,False,0.167
6,gen1_01,1,ok,,False,0.049
6,gen1_02,1,ok,,False,0.036
6,gen1_03,1,ok,,False,0.975
6,gen1_04,1,ok,,False,0.029
6,gen1_05,1,ok,,False,0.069
6,gen1_06,1,ok,,False,0.167
7,gen1_01,1,ok,,False,0.049
7,gen1_02,1,ok,,False,0.03
7,gen1_03,1,ok,,False,0.961
7,gen1_04,1,ok,,False,0.029
7,gen1_05,1,ok,,False,0.034
7,gen1_06,1,ok,,False,0.166
8,gen1_01,1,ok,,False,0.048
8,gen1_02,1,ok,,False,0.03
8,gen1_03,1,ok,,False,0.966
8,gen1_04,1,ok,,False,0.032
8,gen1_05,1,ok,,False,0.034
8,gen1_06,1,ok,,False,0.147
9,gen1_01,1,ok,,False,0.051
9,gen1_02,1,ok,,False,0.04
9,gen1_03,1,ok,,False,0.96
9,gen1_04,1,ok,,False,0.028
9,gen1_05,1,ok,,False,0.035
9,gen1_06,1,ok,,False,0.167
10,gen1_01,1,ok,,False,0.049
10,gen1_02,1,ok,,False,0.035
10,gen1_03,1,ok,,False,0.959
10,gen1_04,1,ok,,False,0.028
10,gen1_05,1,ok,,False,0.035
10,gen1_06,1,ok,,False,0.166
11,gen1_01,1,ok,,False,0.048
11,gen1_02,1,ok,,False,0.03
11,gen1_03,1,ok,,False,0.959
11,gen1_04,1,ok,,False,0.029
11,gen1_05,1,ok,,False,0.034
11,gen1_06,1,ok,,False,0.168
12,gen1_01,1,ok,,False,0.049
12,gen1_02,1,ok,,False,0.036
12,gen1_03,1,ok,,False,0.961
12,gen1_04,1,ok,,False,0.029
12,gen1_05,1,ok,,False,0.034
12,gen1_06,1,ok,,False,0.167
13,gen1_01,1,ok,,False,0.05
13,gen1_02,1,ok,,False,0.041
13,gen1_03,1,ok,,False,0.994
13,gen1_04,1,ok,,False,0.031
13,gen1_05,1,ok,,False,0.035
13,gen1_06,1,ok,,False,0.168
